,Rank,Word,Part of speech,Frequency,Dispersion,Know
2023,2023,narrow,j,17840.0,0.95,
2024,2024,cream,n,18443.0,0.92,
2025,2025,secretary,n,17922.0,0.94,
2026,2026,gate,n,17999.0,0.94,
2027,2027,solid,j,17675.0,0.96,
2028,2028,hill,n,18131.0,0.93,
2029,2029,typically,r,18254.0,0.92,
2030,2030,noise,n,18024.0,0.93,
2031,2031,grass,n,18139.0,0.93,
2032,2032,unfortunately,r,17482.0,0.96,
2033,2033,hat,n,18198.0,0.92,
2034,2034,legislation,n,17934.0,0.94,
2035,2035,succeed,v,17423.0,0.96,
2036,2036,either,d,17257.0,0.97,
2037,2037,celebrate,v,17421.0,0.96,
2038,2038,achievement,n,18998.0,0.88,
2039,2039,fishing,n,18103.0,0.93,0.0
2040,2040,drink,n,18227.0,0.92,0.0
2041,2041,accuse,v,17778.0,0.94,
2042,2042,hand,v,18231.0,0.92,
2043,2043,useful,j,18205.0,0.92,0.0
2044,2044,land,v,17401.0,0.96,
2045,2045,secret,j,17305.0,0.96,
2046,2046,reject,v,17656.0,0.94,
2047,2047,talent,n,17474.0,0.95,
2048,2048,taste,n,17409.0,0.96,
2049,2049,characteristic,n,19621.0,0.85,
2050,2050,milk,n,17812.0,0.93,
2051,2051,escape,v,17195.0,0.97,
2052,2052,cast,v,17163.0,0.97,
2053,2053,sentence,n,17162.0,0.97,
2054,2054,unusual,j,16997.0,0.97,
2055,2055,closely,r,17220.0,0.96,
2056,2056,convince,v,16948.0,0.98,
2057,2057,height,n,17403.0,0.95,
2058,2058,physician,n,17707.0,0.93,
2059,2059,assess,v,19220.0,0.86,
2060,2060,sleep,n,17882.0,0.92,0.0
2061,2061,plenty,p,17445.0,0.95,
2062,2062,ride,n,17654.0,0.93,
2063,2063,virtually,r,17426.0,0.94,
2064,2064,first,r,17332.0,0.95,
2065,2065,addition,i,17641.0,0.93,
2066,2066,sharp,j,17403.0,0.94,
2067,2067,creative,j,17597.0,0.93,
2068,2068,lower,v,17206.0,0.95,
2069,2069,behind,r,17347.0,0.95,
2070,2070,approve,v,17329.0,0.95,
2071,2071,explanation,n,17712.0,0.92,
2072,2072,outside,j,16797.0,0.97,
2073,2073,gay,j,17428.0,0.94,
2074,2074,campus,n,17541.0,0.93,
2075,2075,proper,j,17024.0,0.96,
2076,2076,live,j,17365.0,0.94,
2077,2077,guilty,j,17596.0,0.93,
2078,2078,living,j,16823.0,0.97,
2079,2079,acquire,v,17435.0,0.93,
2080,2080,compete,v,17264.0,0.94,
2081,2081,technical,j,17594.0,0.92,
2082,2082,plus,i,17202.0,0.94,
2083,2083,mind,v,17378.0,0.93,
2084,2084,potential,n,17523.0,0.92,
2085,2085,immigrant,n,17615.0,0.92,
2086,2086,weak,j,16628.0,0.97,
2087,2087,illegal,j,17258.0,0.94,
2088,2088,hi,u,18910.0,0.85,
2089,2089,alternative,n,17197.0,0.94,
2090,2090,interaction,n,19144.0,0.84,
2091,2091,column,n,16810.0,0.96,
2092,2092,personality,n,16933.0,0.95,
2093,2093,signal,n,16835.0,0.95,
2094,2094,curriculum,n,19193.0,0.84,
2095,2095,list,v,17006.0,0.94,
2096,2096,honor,n,16686.0,0.96,
2097,2097,passenger,n,16933.0,0.95,
2098,2098,assistance,n,17396.0,0.92,
2099,2099,forever,r,16890.0,0.95,
2100,2100,fun,j,16932.0,0.94,
2101,2101,regard,v,16890.0,0.94,
2102,2102,Israeli,j,17967.0,0.89,
2103,2103,association,n,17759.0,0.9,
2104,2104,twenty,m,17491.0,0.91,
2105,2105,knock,v,17146.0,0.93,
2106,2106,review,v,16916.0,0.94,
2107,2107,wrap,v,17073.0,0.93,
2108,2108,lab,n,16498.0,0.96,
2109,2109,offer,n,16612.0,0.95,
2110,2110,display,v,16806.0,0.94,
2111,2111,criticism,n,17049.0,0.93,
2112,2112,asset,n,16977.0,0.93,
2113,2113,depression,n,16976.0,0.93,
2114,2114,spiritual,j,17074.0,0.92,
2115,2115,musical,j,16931.0,0.93,
2116,2116,journalist,n,16858.0,0.93,
2117,2117,prayer,n,16296.0,0.97,
2118,2118,suspect,v,16194.0,0.97,
2119,2119,scholar,n,17482.0,0.9,
2120,2120,warning,n,16205.0,0.97,
2121,2121,climate,n,17189.0,0.91,
2122,2122,cheese,n,17416.0,0.9,
2123,2123,observation,n,17500.0,0.9,
2124,2124,childhood,n,16268.0,0.96,
2125,2125,payment,n,16704.0,0.94,
2126,2126,sir,n,17733.0,0.88,
2127,2127,permit,v,16764.0,0.93,
2128,2128,cigarette,n,17160.0,0.91,
2129,2129,definition,n,17499.0,0.89,
2130,2130,priority,n,16586.0,0.94,
2131,2131,bread,n,16686.0,0.94,
2132,2132,creation,n,16967.0,0.92,
2133,2133,graduate,n,16803.0,0.93,
2134,2134,request,n,16241.0,0.96,
2135,2135,emotion,n,16062.0,0.97,
2136,2136,scream,v,17342.0,0.9,
2137,2137,dramatic,j,16233.0,0.96,
2138,2138,universe,n,16596.0,0.94,
2139,2139,gap,n,16216.0,0.96,
2140,2140,excellent,j,16094.0,0.96,
2141,2141,deeply,r,15848.0,0.98,
2142,2142,prosecutor,n,17260.0,0.9,
2143,2143,mark,n,15973.0,0.97,
2144,2144,green,n,16776.0,0.92,
2145,2145,lucky,j,16550.0,0.94,
2146,2146,drag,v,16685.0,0.93,
2147,2147,airline,n,17164.0,0.9,
2148,2148,library,n,16314.0,0.95,0.0
2149,2149,agenda,n,16449.0,0.94,
2150,2150,recover,v,15786.0,0.98,
2151,2151,factory,n,16240.0,0.95,
2152,2152,selection,n,16706.0,0.92,
2153,2153,primarily,r,17015.0,0.91,
2154,2154,roof,n,16520.0,0.93,
2155,2155,unable,j,15901.0,0.97,
2156,2156,expense,n,16274.0,0.94,
2157,2157,initiative,n,16445.0,0.93,
2158,2158,diet,n,16933.0,0.9,
2159,2159,arrest,v,16205.0,0.94,
2160,2160,funding,n,16282.0,0.94,
2161,2161,therapy,n,16351.0,0.93,
2162,2162,wash,v,16314.0,0.93,
2163,2163,schedule,n,15987.0,0.95,
2164,2164,sad,j,16163.0,0.94,
2165,2165,brief,j,15770.0,0.96,
2166,2166,housing,n,16403.0,0.93,
2167,2167,post,n,15693.0,0.97,
2168,2168,purchase,v,16064.0,0.94,
2169,2169,existing,j,16654.0,0.91,
2170,2170,dark,n,16865.0,0.9,
2171,2171,steel,n,15982.0,0.95,
2172,2172,regarding,i,17220.0,0.88,
2173,2173,shout,v,17239.0,0.88,
2174,2174,remaining,j,15992.0,0.95,
2175,2175,visual,j,17316.0,0.87,
2176,2176,fairly,r,15701.0,0.96,
2177,2177,chip,n,16162.0,0.94,
2178,2178,violent,j,15765.0,0.96,
2179,2179,silent,j,16802.0,0.9,
2180,2180,suppose,v,16562.0,0.91,
2181,2181,self,n,16708.0,0.9,
2182,2182,bike,n,17306.0,0.87,
2183,2183,tea,n,16373.0,0.92,
2184,2184,perceive,v,17180.0,0.88,
2185,2185,comparison,n,16809.0,0.9,
2186,2186,settlement,n,16172.0,0.93,
2187,2187,layer,n,16250.0,0.92,
2188,2188,planning,n,16434.0,0.91,
2189,2189,far,c,16006.0,0.94,
2190,2190,description,n,16415.0,0.91,
2191,2191,later,j,15734.0,0.95,
2192,2192,slow,v,15633.0,0.96,0.0
2193,2193,slide,v,16805.0,0.89,
2194,2194,widely,r,16000.0,0.93,
2195,2195,wedding,n,15829.0,0.94,
2196,2196,inform,v,15725.0,0.95,
2197,2197,portion,n,15677.0,0.95,
2198,2198,territory,n,15831.0,0.94,
2199,2199,immediate,j,15680.0,0.95,
2200,2200,opponent,n,15803.0,0.94,
2201,2201,abandon,v,15323.0,0.97,
2202,2202,link,n,15738.0,0.94,0.0
2203,2203,mass,j,15939.0,0.93,
2204,2204,lake,n,15836.0,0.94,
2205,2205,transform,v,15815.0,0.94,
2206,2206,tension,n,15614.0,0.95,
2207,2207,display,n,15575.0,0.95,
2208,2208,leading,j,15665.0,0.95,
2209,2209,bother,v,15870.0,0.94,
2210,2210,consist,v,16648.0,0.89,
2211,2211,alcohol,n,15877.0,0.93,
2212,2212,enable,v,16293.0,0.91,
2213,2213,bend,v,16285.0,0.91,
2214,2214,saving,n,15917.0,0.93,
2215,2215,gain,n,15822.0,0.94,
2216,2216,desert,n,15653.0,0.94,
2217,2217,shall,v,15997.0,0.92,
2218,2218,error,n,15980.0,0.93,
2219,2219,release,n,15540.0,0.95,
2220,2220,cop,n,16228.0,0.91,
2221,2221,Arab,j,16732.0,0.88,
2222,2222,double,j,15233.0,0.97,
2223,2223,walk,n,15632.0,0.94,
2224,2224,sand,n,15658.0,0.94,
2225,2225,Spanish,j,15512.0,0.95,
2226,2226,rule,v,15310.0,0.96,
2227,2227,hit,n,15766.0,0.93,
2228,2228,print,n,15634.0,0.94,
2229,2229,preserve,v,15527.0,0.95,
2230,2230,passage,n,15702.0,0.93,
2231,2231,formal,j,16078.0,0.91,
2232,2232,transition,n,16058.0,0.91,
2233,2233,existence,n,15969.0,0.92,
2234,2234,album,n,15869.0,0.92,
2235,2235,participation,n,17187.0,0.85,
2236,2236,arrange,v,15258.0,0.96,
2237,2237,atmosphere,n,15310.0,0.95,
2238,2238,joint,j,15444.0,0.95,
2239,2239,reply,v,16312.0,0.89,
2240,2240,cycle,n,15775.0,0.93,
2241,2241,opposite,j,15554.0,0.94,
2242,2242,lock,v,15616.0,0.93,
2243,2243,whole,n,15558.0,0.94,
2244,2244,deserve,v,14944.0,0.97,
2245,2245,consistent,j,16334.0,0.89,
2246,2246,resistance,n,15686.0,0.93,
2247,2247,discovery,n,15358.0,0.95,
2248,2248,tear,v,15575.0,0.93,
2249,2249,exposure,n,15979.0,0.91,
2250,2250,pose,v,15230.0,0.95,
2251,2251,stream,n,15400.0,0.94,
2252,2252,sale,n,15351.0,0.94,
2253,2253,trust,n,15170.0,0.96,
2254,2254,benefit,v,15424.0,0.94,
2255,2255,pot,n,15407.0,0.94,
2256,2256,grand,j,15659.0,0.93,
2257,2257,mine,p,15794.0,0.92,
2258,2258,hello,u,16600.0,0.87,
2259,2259,coalition,n,15720.0,0.92,
2260,2260,tale,n,15004.0,0.97,
2261,2261,knife,n,15792.0,0.92,
2262,2262,resolve,v,15260.0,0.95,
2263,2263,racial,j,15687.0,0.92,
2264,2264,phase,n,16045.0,0.9,
2265,2265,present,n,15267.0,0.95,
2266,2266,joke,n,15284.0,0.95,0.0
2267,2267,coat,n,16010.0,0.9,
2268,2268,Mexican,j,15514.0,0.93,
2269,2269,symptom,n,15886.0,0.91,
2270,2270,contact,v,15359.0,0.94,
2271,2271,manufacturer,n,15741.0,0.92,
2272,2272,philosophy,n,15746.0,0.92,
2273,2273,potato,n,15561.0,0.93,
2274,2274,interview,v,15687.0,0.92,
2275,2275,foundation,n,15273.0,0.94,
2276,2276,quote,v,15415.0,0.93,
2277,2277,online,j,15848.0,0.91,
2278,2278,pass,n,15599.0,0.92,
2279,2279,negotiation,n,15680.0,0.92,
2280,2280,good,n,15259.0,0.94,
2281,2281,urge,v,14894.0,0.96,
2282,2282,occasion,n,14792.0,0.97,
2283,2283,dust,n,15475.0,0.93,
2284,2284,breathe,v,15813.0,0.91,
2285,2285,elect,v,15350.0,0.93,
2286,2286,investigator,n,15258.0,0.94,
2287,2287,jacket,n,15692.0,0.91,
2288,2288,glad,j,15556.0,0.92,
2289,2289,ordinary,j,14776.0,0.97,
2290,2290,reduction,n,15862.0,0.9,
2291,2291,rarely,r,14912.0,0.96,
2292,2292,shift,n,15114.0,0.94,
2293,2293,pack,v,15169.0,0.94,
2294,2294,suicide,n,15145.0,0.94,
2295,2295,numerous,j,15389.0,0.93,
2296,2296,touch,n,14939.0,0.95,
2297,2297,substance,n,15909.0,0.89,
2298,2298,discipline,n,15684.0,0.91,
2299,2299,elsewhere,r,14884.0,0.95,
2300,2300,iron,n,15043.0,0.94,
2301,2301,practical,j,15303.0,0.93,
2302,2302,moreover,r,16163.0,0.88,
2303,2303,passion,n,14632.0,0.97,
2304,2304,volunteer,n,14958.0,0.95,
2305,2305,implement,v,16124.0,0.88,
2306,2306,essentially,r,15020.0,0.94,
2307,2307,gene,n,15377.0,0.92,
2308,2308,enforcement,n,15052.0,0.94,
2309,2309,vs,i,16003.0,0.88,
2310,2310,sauce,n,15903.0,0.88,
2311,2311,independence,n,15259.0,0.92,
2312,2312,marketing,n,15259.0,0.92,
2313,2313,priest,n,14889.0,0.94,
2314,2314,amazing,j,15124.0,0.93,
2315,2315,intense,j,14452.0,0.97,
2316,2316,advance,n,14645.0,0.96,
2317,2317,employer,n,14846.0,0.94,
2318,2318,shock,n,14551.0,0.96,
2319,2319,inspire,v,14771.0,0.95,
2320,2320,adjust,v,14564.0,0.96,
2321,2321,retire,v,14979.0,0.93,
2322,2322,sure,r,14854.0,0.94,
2323,2323,visible,j,14691.0,0.95,
2324,2324,kiss,v,16128.0,0.87,0.0
2325,2325,illness,n,14726.0,0.95,
2326,2326,cap,n,14672.0,0.95,
2327,2327,habit,n,14501.0,0.96,0.0
2328,2328,competitive,j,14938.0,0.93,
2329,2329,juice,n,15388.0,0.9,
2330,2330,congressional,j,14936.0,0.93,
2331,2331,involvement,n,15640.0,0.89,
2332,2332,dominate,v,14768.0,0.94,
2333,2333,previously,r,15092.0,0.92,
2334,2334,whenever,r,14484.0,0.96,0.0
2335,2335,transfer,v,14686.0,0.95,
2336,2336,analyze,v,15587.0,0.89,
2337,2337,another,p,14441.0,0.96,
2338,2338,attach,v,14552.0,0.95,
2339,2339,for,c,14594.0,0.95,
2340,2340,Indian,n,15021.0,0.92,
2341,2341,disaster,n,14684.0,0.95,
2342,2342,parking,n,14970.0,0.93,
2343,2343,prospect,n,14521.0,0.95,
2344,2344,boss,n,14587.0,0.95,
2345,2345,complaint,n,14551.0,0.95,
2346,2346,championship,n,16008.0,0.86,
2347,2347,coach,v,15910.0,0.87,
2348,2348,exercise,v,14766.0,0.94,
2349,2349,fundamental,j,15199.0,0.91,
2350,2350,severe,j,14609.0,0.95,
2351,2351,enhance,v,15393.0,0.9,
2352,2352,mystery,n,14211.0,0.97,
2353,2353,impose,v,14881.0,0.93,
2354,2354,poverty,n,14891.0,0.93,
2355,2355,other,i,14165.0,0.97,
2356,2356,entry,n,14643.0,0.94,
2357,2357,fat,j,14826.0,0.93,0.0
2358,2358,spending,n,14965.0,0.92,
2359,2359,king,n,14445.0,0.95,
2360,2360,evaluate,v,15780.0,0.87,
2361,2361,symbol,n,14596.0,0.94,
2362,2362,still,j,14308.0,0.96,
2363,2363,trade,v,14624.0,0.94,
2364,2364,maker,n,14586.0,0.94,
2365,2365,mood,n,14227.0,0.96,
2366,2366,accomplish,v,14325.0,0.96,
2367,2367,emphasis,n,15337.0,0.89,
2368,2368,illustrate,v,15091.0,0.91,
2369,2369,boot,n,15033.0,0.91,
2370,2370,monitor,v,14499.0,0.94,
2371,2371,Asian,j,14873.0,0.92,
2372,2372,entertainment,n,14615.0,0.94,
2373,2373,bean,n,14996.0,0.91,
2374,2374,evaluation,n,16213.0,0.84,
2375,2375,creature,n,14852.0,0.92,
2376,2376,commander,n,14425.0,0.94,
2377,2377,digital,j,15048.0,0.9,
2378,2378,arrangement,n,14403.0,0.94,
2379,2379,concentrate,v,14155.0,0.96,
2380,2380,total,n,14559.0,0.93,
2381,2381,usual,j,14305.0,0.95,
2382,2382,anger,n,14241.0,0.95,
2383,2383,psychological,j,15249.0,0.89,
2384,2384,heavily,r,13964.0,0.97,
2385,2385,peak,n,14481.0,0.94,
2386,2386,approximately,r,15172.0,0.89,
2387,2387,increasing,j,14886.0,0.91,
2388,2388,disorder,n,14780.0,0.92,
2389,2389,missile,n,15147.0,0.89,
2390,2390,equally,r,14389.0,0.94,
2391,2391,vary,v,14954.0,0.9,
2392,2392,wire,n,14310.0,0.95,
2393,2393,round,n,14539.0,0.93,
2394,2394,distribution,n,15249.0,0.89,
2395,2395,transportation,n,14516.0,0.93,
2396,2396,holy,j,14090.0,0.96,
2397,2397,ring,v,14757.0,0.91,
2398,2398,twin,n,14610.0,0.92,
2399,2399,command,n,14022.0,0.96,
2400,2400,commission,n,14371.0,0.94,
2401,2401,interpretation,n,15613.0,0.86,
2402,2402,breakfast,n,14397.0,0.93,
2403,2403,stop,n,14117.0,0.95,0.0
2404,2404,strongly,r,14459.0,0.93,
2405,2405,engineering,n,14853.0,0.9,
2406,2406,luck,n,14186.0,0.95,
2407,2407,so-called,j,14065.0,0.96,
2408,2408,constant,j,14069.0,0.95,
2409,2409,race,v,14233.0,0.94,
2410,2410,clinic,n,14016.0,0.96,
2411,2411,veteran,n,14366.0,0.93,
2412,2412,smell,v,15214.0,0.88,
2413,2413,tablespoon,n,15804.0,0.85,
2414,2414,capable,j,13933.0,0.96,
2415,2415,nervous,j,14100.0,0.95,
2416,2416,tourist,n,13895.0,0.96,
2417,2417,light,v,14720.0,0.91,
2418,2418,toss,v,14565.0,0.92,
2419,2419,crucial,j,14234.0,0.94,
2420,2420,bury,v,14030.0,0.95,
2421,2421,pray,v,14006.0,0.95,
2422,2422,tomato,n,14864.0,0.89,
2423,2423,exception,n,14136.0,0.94,
2424,2424,butter,n,14780.0,0.9,
2425,2425,deficit,n,15008.0,0.88,
2426,2426,bathroom,n,14725.0,0.9,
2427,2427,objective,n,15107.0,0.88,
2428,2428,block,v,13688.0,0.97,
2429,2429,electronic,j,14057.0,0.94,
2430,2430,ally,n,14025.0,0.94,
2431,2431,journey,n,13599.0,0.97,
2432,2432,reputation,n,13681.0,0.96,
2433,2433,mixture,n,14856.0,0.89,
2434,2434,surely,r,13904.0,0.95,
2435,2435,tower,n,13948.0,0.95,
2436,2436,smoke,n,14327.0,0.92,
2437,2437,confront,v,13757.0,0.96,
2438,2438,pure,j,13671.0,0.96,
2439,2439,glance,v,16008.0,0.82,
2440,2440,dimension,n,14965.0,0.88,
2441,2441,toy,n,13935.0,0.94,
2442,2442,prisoner,n,13928.0,0.94,
2443,2443,fellow,j,13585.0,0.97,
2444,2444,smooth,j,14148.0,0.93,
2445,2445,nearby,j,13820.0,0.95,
2446,2446,peer,n,14738.0,0.89,
2447,2447,designer,n,14210.0,0.92,
2448,2448,personnel,n,14095.0,0.93,
2449,2449,shape,v,13859.0,0.94,
2450,2450,educator,n,15447.0,0.85,
2451,2451,relative,n,13541.0,0.97,
2452,2452,immigration,n,14526.0,0.9,
2453,2453,belt,n,13826.0,0.94,
2454,2454,teaspoon,n,15767.0,0.83,
2455,2455,birthday,n,13757.0,0.95,
2456,2456,implication,n,14791.0,0.88,
2457,2457,perfectly,r,13671.0,0.95,
2458,2458,coast,n,13515.0,0.96,
2459,2459,supporter,n,13970.0,0.93,
2460,2460,accompany,v,13666.0,0.95,
2461,2461,silver,n,14033.0,0.92,
2462,2462,teenager,n,13615.0,0.95,
2463,2463,recognition,n,14249.0,0.91,
2464,2464,retirement,n,13964.0,0.93,
2465,2465,flag,n,13655.0,0.95,
2466,2466,recovery,n,13703.0,0.95,
2467,2467,whisper,v,15383.0,0.84,
2468,2468,watch,n,13996.0,0.93,
2469,2469,gentleman,n,14648.0,0.88,
2470,2470,corn,n,13739.0,0.94,
2471,2471,moon,n,13959.0,0.92,
2472,2472,inner,j,13545.0,0.95,
2473,2473,junior,j,13797.0,0.93,
2474,2474,rather,c,13611.0,0.95,
2475,2475,throat,n,14681.0,0.88,
2476,2476,salary,n,13885.0,0.93,
2477,2477,swing,v,14317.0,0.9,
2478,2478,observer,n,13806.0,0.93,
2479,2479,due,j,13252.0,0.97,
2480,2480,straight,j,13474.0,0.96,
2481,2481,publication,n,14045.0,0.92,
2482,2482,pretty,j,13951.0,0.92,
2483,2483,crop,n,13733.0,0.94,
2484,2484,dig,v,13633.0,0.94,
2485,2485,strike,n,13686.0,0.94,
2486,2486,permanent,j,13390.0,0.96,
2487,2487,plant,v,13526.0,0.95,
2488,2488,phenomenon,n,14087.0,0.91,
2489,2489,anxiety,n,14088.0,0.91,
2490,2490,unlike,i,13248.0,0.97,0.0
2491,2491,wet,j,13963.0,0.92,
2492,2492,literally,r,13425.0,0.95,
2493,2493,resist,v,13330.0,0.96,
2494,2494,convention,n,14497.0,0.88,
2495,2495,embrace,v,13183.0,0.97,
2496,2496,supply,v,13399.0,0.95,
2497,2497,assist,v,13748.0,0.93,
2498,2498,exhibition,n,13987.0,0.91,
2499,2499,construct,v,14234.0,0.89,
2500,2500,viewer,n,13479.0,0.94,
2501,2501,pan,n,14148.0,0.9,
2502,2502,consultant,n,13646.0,0.93,
2503,2503,soon,c,13547.0,0.94,0.0
2504,2504,line,v,13373.0,0.95,
2505,2505,administrator,n,14058.0,0.9,
2506,2506,date,v,13231.0,0.96,0.0
2507,2507,occasionally,r,13321.0,0.95,
2508,2508,mayor,n,13903.0,0.91,
2509,2509,consideration,n,14047.0,0.9,
2510,2510,CEO,n,13956.0,0.91,0.0
2511,2511,secure,v,13181.0,0.96,
2512,2512,pink,j,13849.0,0.91,
2513,2513,smoke,v,13438.0,0.94,
2514,2514,estimate,n,13718.0,0.92,
2515,2515,buck,n,13693.0,0.92,
2516,2516,historic,j,13507.0,0.94,
2517,2517,poem,n,13702.0,0.92,
2518,2518,grandmother,n,13670.0,0.92,
2519,2519,bind,v,13109.0,0.96,
2520,2520,fifth,m,13150.0,0.96,
2521,2521,constantly,r,13033.0,0.97,
2522,2522,enterprise,n,13542.0,0.93,
2523,2523,favor,v,13235.0,0.95,
2524,2524,testing,n,13725.0,0.92,
2525,2525,stomach,n,13845.0,0.91,
2526,2526,apparent,j,13434.0,0.93,
2527,2527,weigh,v,13051.0,0.96,
2528,2528,install,v,13584.0,0.92,
2529,2529,sensitive,j,13115.0,0.96,
2530,2530,suggestion,n,13145.0,0.95,
2531,2531,mail,n,13024.0,0.96,
2532,2532,recipe,n,13840.0,0.9,
2533,2533,reasonable,j,13130.0,0.95,
2534,2534,preparation,n,13553.0,0.92,
2535,2535,wooden,j,13518.0,0.92,
2536,2536,elementary,j,13831.0,0.9,
2537,2537,concert,n,13270.0,0.94,
2538,2538,aggressive,j,13191.0,0.95,
2539,2539,FALSE,j,12871.0,0.97,0.0
2540,2540,intention,n,13207.0,0.94,
2541,2541,channel,n,12975.0,0.96,
2542,2542,extreme,j,13064.0,0.95,
2543,2543,tube,n,13364.0,0.93,
2544,2544,drawing,n,13377.0,0.93,
2545,2545,protein,n,14036.0,0.89,
2546,2546,quit,v,13045.0,0.95,0.0
2547,2547,absence,n,13597.0,0.92,
2548,2548,roll,n,13053.0,0.95,
2549,2549,Latin,j,13797.0,0.9,
2550,2550,rapidly,r,13066.0,0.95,
2551,2551,jail,n,13324.0,0.93,
2552,2552,comment,v,12930.0,0.96,
2553,2553,diversity,n,13872.0,0.89,
2554,2554,honest,j,12916.0,0.96,
2555,2555,Palestinian,j,14008.0,0.88,
2556,2556,pace,n,12891.0,0.96,
2557,2557,employment,n,13673.0,0.9,
2558,2558,speaker,n,12889.0,0.96,0.0
2559,2559,impression,n,12746.0,0.97,
2560,2560,essay,n,13802.0,0.89,
2561,2561,respondent,n,15057.0,0.82,
2562,2562,giant,j,12963.0,0.95,
2563,2563,cake,n,13336.0,0.92,
2564,2564,historian,n,13437.0,0.92,
2565,2565,negotiate,v,13043.0,0.94,
2566,2566,restore,v,12814.0,0.96,
2567,2567,substantial,j,13376.0,0.92,
2568,2568,pop,v,13123.0,0.93,
2569,2569,particular,r,13259.0,0.92,
2570,2570,specialist,n,13041.0,0.94,
2571,2571,origin,n,13654.0,0.9,
2572,2572,approval,n,12795.0,0.96,
2573,2573,mine,n,12824.0,0.95,
2574,2574,quietly,r,13503.0,0.91,
2575,2575,advise,v,12709.0,0.96,
2576,2576,conventional,j,13209.0,0.93,
2577,2577,drop,n,12757.0,0.96,0.0
2578,2578,count,n,13007.0,0.94,
2579,2579,depth,n,12927.0,0.95,
2580,2580,wealth,n,12886.0,0.95,
2581,2581,disability,n,14197.0,0.86,
2582,2582,shell,n,12957.0,0.94,0.0
2583,2583,general,r,13256.0,0.92,
2584,2584,criticize,v,12906.0,0.94,
2585,2585,fast,j,12738.0,0.96,
2586,2586,professional,n,13402.0,0.91,
2587,2587,effectively,r,13277.0,0.92,
2588,2588,biological,j,13233.0,0.92,
2589,2589,pack,n,13238.0,0.92,
2590,2590,onion,n,13769.0,0.88,
2591,2591,deputy,n,12972.0,0.94,
2592,2592,flat,j,12899.0,0.94,
2593,2593,brand,n,13103.0,0.93,
2594,2594,assure,v,12542.0,0.97,
2595,2595,mad,j,12903.0,0.94,
2596,2596,award,n,12874.0,0.94,
2597,2597,criteria,n,14160.0,0.86,
2598,2598,dealer,n,12999.0,0.93,
2599,2599,via,i,13064.0,0.93,
2600,2600,alternative,j,13289.0,0.91,
2601,2601,utility,n,13150.0,0.92,
2602,2602,precisely,r,12878.0,0.94,
2603,2603,arise,v,13351.0,0.91,
2604,2604,armed,j,12966.0,0.93,
2605,2605,nevertheless,r,13190.0,0.92,
2606,2606,highway,n,12649.0,0.96,
2607,2607,clinical,j,13593.0,0.89,
2608,2608,routine,n,12576.0,0.96,
2609,2609,schedule,v,12881.0,0.94,
2610,2610,wage,n,13033.0,0.93,
2611,2611,normally,r,12402.0,0.97,
2612,2612,phrase,n,12558.0,0.96,
2613,2613,ingredient,n,13382.0,0.9,
2614,2614,stake,n,12603.0,0.96,
2615,2615,Muslim,j,13147.0,0.92,
2616,2616,dream,v,12887.0,0.93,0.0
2617,2617,fiber,n,13606.0,0.88,
2618,2618,activist,n,12737.0,0.94,
2619,2619,Islamic,j,13323.0,0.9,
2620,2620,snap,v,13362.0,0.9,
2621,2621,terrorism,n,13806.0,0.87,
2622,2622,refugee,n,13010.0,0.92,
2623,2623,incorporate,v,13310.0,0.9,
2624,2624,hip,n,12863.0,0.93,
2625,2625,ultimate,j,12542.0,0.95,
2626,2626,switch,v,12508.0,0.95,
2627,2627,corporation,n,12612.0,0.95,
2628,2628,valuable,j,12628.0,0.94,
2629,2629,assumption,n,13434.0,0.89,
2630,2630,gear,n,12872.0,0.93,
2631,2631,graduate,v,12480.0,0.95,
2632,2632,barrier,n,12772.0,0.93,
2633,2633,minor,j,12346.0,0.96,
2634,2634,provision,n,13256.0,0.9,
2635,2635,killer,n,12631.0,0.94,
2636,2636,assign,v,12836.0,0.93,
2637,2637,gang,n,12662.0,0.94,
2638,2638,developing,j,13171.0,0.9,
2639,2639,classic,j,12610.0,0.94,
2640,2640,chemical,n,12673.0,0.94,
2641,2641,wave,v,13567.0,0.87,
2642,2642,label,n,12497.0,0.95,
2643,2643,teen,n,12663.0,0.94,
2644,2644,index,n,12751.0,0.93,
2645,2645,vacation,n,12424.0,0.95,
2646,2646,advocate,n,12565.0,0.94,
2647,2647,draft,n,12684.0,0.93,
2648,2648,extraordinary,j,12356.0,0.96,
2649,2649,heaven,n,12461.0,0.95,
2650,2650,rough,j,12365.0,0.96,
2651,2651,yell,v,13131.0,0.9,
2652,2652,pregnant,j,12329.0,0.96,
2653,2653,distant,j,12542.0,0.94,
2654,2654,drama,n,12393.0,0.95,
2655,2655,satellite,n,12438.0,0.94,
2656,2656,personally,r,12317.0,0.95,
2657,2657,wonder,n,12265.0,0.96,
2658,2658,clock,n,12395.0,0.95,
2659,2659,chocolate,n,12682.0,0.92,
2660,2660,Italian,j,12384.0,0.95,
2661,2661,Canadian,j,12820.0,0.91,
2662,2662,ceiling,n,12668.0,0.92,
2663,2663,sweep,v,12431.0,0.94,
2664,2664,advertising,n,12601.0,0.93,
2665,2665,universal,j,12590.0,0.93,
2666,2666,spin,v,12673.0,0.92,
2667,2667,house,v,12268.0,0.95,
2668,2668,button,n,12552.0,0.93,
2669,2669,bell,n,12421.0,0.94,
2670,2670,rank,n,12236.0,0.95,
